Column1,program,NCS직무분류,apply_option,직무코드,업종분류,관련자격증,훈련기간,훈련시간,평균연령대,주관부처,훈련유형,주야구분/주말여부
9710,요양보호사 자격 취득 과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-16~2024-04-15(1회차),"40일,총320시간",61,서초고용센터,근로자직업능력개발훈련,주간/주중
9711,커피바리스타 실무(2급자격취득실기+카페음료+카페요리)모집마감,커피관리(13010203),커피관리,13010203,10,바리스타2급,2024-01-02~2024-02-08(1회차),"28일,총140시간",42,대구서부고용센터,실업자계좌제,주간/주중
9712,"퍼펙트_ITQ (한글,엑셀,파워포인트) 자격증 취득과정(48) E모집중",사무행정(02020302),사무행정,2020302,3,정보기술자격(ITQ),2024-02-13~2024-04-04(1회차),"16일,총48시간",-,울산고용센터,근로자직업능력개발훈련,야간/주중
9713,카페메뉴스타일리스트(카페음료+라떼아트)모집중,커피관리(13010203),커피관리,13010203,10,-,2024-01-23~2024-03-05(1회차),"12일,총36시간",50,대구서부고용센터,근로자직업능력개발훈련,야간/주중
9714,퍼펙트_실무에서 바로 쓰는 엑셀 다루기 G모집마감,사무행정(02020302),사무행정,2020302,3,-,2024-01-20~2024-03-02(1회차),"6일,총24시간",38,울산고용센터,근로자직업능력개발훈련,주간/주말
9715,카페디저트와 수제초콜릿 실무과정모집중,제과(21020101),제과,21020101,10,-,2024-02-20~2024-04-11(1회차),"16일,총64시간",-,성남고용센터,근로자직업능력개발훈련,주간/주중
9716,"SCA 로스팅1,2 + 그린커피1,2 자격취득모집마감",커피관리(13010203),커피관리,13010203,10,"SCAGreenCoffeeIntermediate,SCARoastingFoundation",2024-01-02~2024-02-27(1회차),"16일,총48시간",41,대구서부고용센터,근로자직업능력개발훈련,야간/주중
9717,"SCA 브루잉1,2 + 센서리1,2 + 그린커피1,2 자격취득모집중",커피관리(13010203),커피관리,13010203,10,"SCASensorySkillsFoundation,SCABrewingFoundation",2024-03-14~2024-04-03(1회차),"15일,총75시간",-,대구서부고용센터,실업자계좌제,주간/주중
9718,퍼펙트_컴퓨터활용능력1급 자격증(실기+필기)(100) I모집중,사무행정(02020302),사무행정,2020302,3,컴퓨터활용능력1급,2024-02-27~2024-03-26(1회차),"20일,총120시간",-,울산고용센터,근로자직업능력개발훈련,주간/주중
9719,정리수납전문가1급(이론)모집마감,가사지원(11020102),가사지원,11020102,3,정리수납전문가1급,2024-01-18~2024-02-22(1회차),"10일,총30시간",51,서울고용,근로자직업능력개발훈련,야간/주중
9720,요양보호사 자격증 취득과정(신규자)모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-17~2024-06-30(1회차),"40일,총320시간",-,부천고용,근로자직업능력개발훈련,주간/주말
9721,카페음료+디저트[티라미수 외 10종]모집중,커피관리(13010203),커피관리,13010203,10,-,2024-02-20~2024-03-28(1회차),"12일,총48시간",-,인천고용센터,근로자직업능력개발훈련,주간/주중
9722,특수용접(CO2용접+TIG파이프용접실무)모집중,가스텅스텐아크용접(16010503),가스텅스텐아크용접,16010503,15,-,2024-02-20~2024-07-29(1회차),"109일,총760시간",44,창원고용센터,국가기간전략산업직종훈련,주간/주중
9723,애견미용사 3급 취득과정모집중,애완동물미용(24020106),애완동물미용,24020106,3,애견미용사3급,2024-02-19~2024-05-30(1회차),"70일,총280시간",-,광주고용센터,근로자직업능력개발훈련,주간/주중
9724,가구제작초급모집중,가구제작(22020106),가구제작,22020106,16,-,2024-02-26~2024-05-27(1회차),"24일,총72시간",-,전주고용센터,근로자직업능력개발훈련,야간/주중
9725,(디지털컨버전스)자바(JAVA)기반 클라우드 융합 풀스텍 개발자 양성모집중,응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2024-01-22~2024-07-16(1회차),"120일,총840시간",-,청주고용센터,국가기간전략산업직종훈련,"안녕하세요.한국아이티전문학원입니다.교육일정안내드립니다.●기간:24/01/22(월)~24/07/16(화)●수업시간:[월~금]09:30~17:30(점심12:20~13:30)●훈련시간:120일.총840시간-주소:청주시상당구사직대로361번길158-10.(7층8층)""청주중학교"",""방아다리""부근-상담전화:043-259-2800★네이버블로그/인스타/카카오채널/페이스북/밴드/유튜브에""한국아이티전문학원""검색!!★"
9726,마스터캠을 활용한 머시닝센터(MCT) 가공모집중,CAM(15020104),CAM,15020104,12,-,2024-02-06~2024-04-08(1회차),"40일,총240시간",41,안양고용센터,실업자계좌제,주간/주중
9727,요양보호사 자격취득과정모집마감,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-24~2024-03-26(1회차),"40일,총320시간",60,평택고용센터,실업자계좌제,주간/주중
9728,전기기능사취득과정(실기) A과정모집중,내선공사(19010701),내선공사,19010701,13,전기기능사,2024-01-27~2024-03-17(1회차),"14일,총96시간",42,익산고용센터,근로자직업능력개발훈련,주간/주말
9729,제과기능사(실기)자격증과정모집마감,제과(21020101),제과,21020101,10,제과기능사,2024-01-08~2024-03-20(1회차),"20일,총50시간",38,수원고용센터,근로자직업능력개발훈련,야간/주중
9730,(과정평가형) 자동차정비산업기사 취득A모집중,자동차섀시정비(15060303),자동차섀시정비,15060303,12,자동차정비산업기사,2024-03-04~2024-11-06(1회차),"157일,총1098시간",-,서울고용,국가기간전략산업직종훈련,주간/주중
9731,한식조리기능사자격증(이론+실기)취득과정모집마감,한식조리(13010101),한식조리,13010101,10,한식조리기능사,2024-01-23~2024-02-23(1회차),"20일,총80시간",44,수원고용센터,실업자계좌제,주간/주중
9732,"(BIM)건축설계 (CAD,MAX,BIM,레빗,스케치업) 양성(BL) A모집중",건축설계(14030101),건축설계,14030101,1,-,2024-02-13~2024-07-13(1회차),"105일,총840시간",-,수원고용센터,국가기간전략산업직종훈련,주간/주중
9733,제과 제빵 기능사 자격증 취득과정(이론+실기)모집중,제빵(21020102),제빵,21020102,10,"제과기능사,제빵기능사",2024-02-13~2024-04-25(1회차),"49일,총196시간",-,제주,실업자계좌제,주야혼합/주중
9734,제빵기능사(실기)자격증과정모집중,제빵(21020102),제빵,21020102,10,제빵기능사,2024-03-30~2024-06-08(1회차),"15일,총60시간",-,수원고용센터,근로자직업능력개발훈련,"-제빵기능사자격증취득을위한실기품목20가지를실습하는과정입니다.-오전반/월~금/09:00~13:00/총15일수업입니다.-수강신청후자비부담금결제하셔야등록이완료(수강확정)됩니다.-지하주차장이용안내:1시간무료,이후시간당1500원요금발생(평일저녁6시이후.주말무료이용)"
9735,(디지털디자인) 스마트기기 UXUI 웹디자이너 양성과정모집중,디지털디자인(08020104),디지털디자인,8020104,2,-,2024-01-22~2024-06-19(1회차),"100일,총600시간",26,광주고용센터,국가기간전략산업직종훈련,주간/주중
9736,"직업상담사 2급 취득(필기, 실기 통합반)모집중",직업상담(07020101),직업상담,7020101,3,직업상담사2급,2024-02-03~2024-06-09(1회차),"35일,총175시간",-,대구고용센터,실업자계좌제,주간/주말
9737,"[스마트웹&콘텐츠개발] 자바(JAVA)기반 풀스택(React,Spring,SQL) 웹SW개발자 전문가 A모집중",응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2024-02-06~2024-07-29(1회차),"119일,총950시간",-,서울서부고용센터,국가기간전략산업직종훈련,주간/주중
9738,컴퓨터기초실무(윈도우+인터넷+한글+엑셀+파워포인트)모집중,사무행정(02020302),사무행정,2020302,3,-,2024-02-29~2024-03-28(1회차),"20일,총100시간",-,대구고용센터,근로자직업능력개발훈련,주야혼합/주중
9739,컴퓨터활용능력1급 자격증 취득모집중,사무행정(02020302),사무행정,2020302,3,컴퓨터활용능력1급,2024-02-06~2024-03-18(1회차),"17일,총50시간",-,창원고용센터,근로자직업능력개발훈련,야간/주중
9740,카페창업(실무) 과정모집중,커피관리(13010203),커피관리,13010203,10,-,2024-03-04~2024-05-14(1회차),"50일,총150시간",-,제주,근로자직업능력개발훈련,주간/주중
9741,간호조무사자격증취득과정 3(야간)모집중,감염관리(06020403),감염관리,6020403,5,간호조무사,2024-02-26~2025-03-06(1회차),"283일,총1520시간",-,수원고용센터,근로자직업능력개발훈련,"주야혼합/주말,주중혼합"
9742,카페바리스타2급자격증과정모집마감,커피관리(13010203),커피관리,13010203,10,카페바리스타2급,2024-01-17~2024-02-01(1회차),"10일,총39시간",33,수원고용센터,근로자직업능력개발훈련,주간/주중
9743,(과정평가형)자동차정비 산업기사과정 B모집중,자동차전기·전자장치정비(15060301),자동차전기·전자장치정비,15060301,12,"자동차정비기능사,자동차정비산업기사",2024-02-01~2024-08-20(1회차),"133일,총900시간",30,대구고용센터,국가기간전략산업직종훈련,주간/주중
9744,미용사(헤어)국가자격증 취득과정모집중,헤어미용(12010101),헤어미용,12010101,10,미용사(일반),2024-02-13~2024-05-16(1회차),"40일,총240시간",-,창원고용센터,근로자직업능력개발훈련,주간/주중
9745,왁싱(제모)실무과정모집중,피부미용(12010102),피부미용,12010102,10,-,2024-02-16~2024-03-22(1회차),"15일,총60시간",-,부산북부고용센터,근로자직업능력개발훈련,주간/주중
9746,간호조무사 자격취득과정모집중,감염관리(06020403),감염관리,6020403,5,간호조무사,2024-04-12~2025-03-06(1회차),"209일,총1520시간",-,태백고용,실업자계좌제,주간/주중
9747,전산회계기초과정(전산회계2급)모집마감,회계·감사(02030201),회계·감사,2030201,3,전산회계2급,2024-01-20~2024-03-23(1회차),"8일,총48시간",34,안산고용센터,근로자직업능력개발훈련,주간/주말
9748,요양보호사 자격 취득 과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-29~2024-03-29(1회차),"40일,총320시간",57,부산동부고용,실업자계좌제,주간/주중
9749,"요양보호사 국가자격 취득과정 (간호조무사,물리치료사,작업치료사)-자격 소지자반모집중",요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-28~2024-03-17(1회차),"7일,총50시간",45,울산고용센터,근로자직업능력개발훈련,주간/주말
9750,TIG용접실무모집중,가스텅스텐아크용접(16010503),가스텅스텐아크용접,16010503,15,-,2024-03-13~2024-04-10(1회차),"21일,총70시간",-,울산고용센터,근로자직업능력개발훈련,야간/주중
9751,타일&석재&방수기능사모집중,타일시공(14030204),타일시공,14030204,1,-,2024-05-27~2024-09-05(1회차),"69일,총483시간",68,울산고용센터,국가기간전략산업직종훈련,주간/주중
9752,엑셀실무(기초)모집중,사무행정(02020302),사무행정,2020302,3,-,2024-01-29~2024-02-26(1회차),"8일,총24시간",54,서울관악고용센터,근로자직업능력개발훈련,야간/주중
9753,요양보호사 자격 취득 과정모집마감,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-10~2024-03-08(1회차),"40일,총320시간",56,부산동부고용,실업자계좌제,주간/주중
9754,간호조무사 자격 취득과정모집중,감염관리(06020403),감염관리,6020403,5,간호조무사,2024-02-23~2025-02-21(1회차),"222일,총1520시간",-,서울남부고용센터,실업자계좌제,주간/주중
9755,양식자격증취득과정(실기)모집마감,양식조리(13010102),양식조리,13010102,10,양식조리기능사,2024-01-24~2024-02-08(1회차),"12일,총48시간",34,울산고용센터,근로자직업능력개발훈련,주간/주중
9756,애견미용사 3급 자격증 취득과정모집중,애완동물미용(24020106),애완동물미용,24020106,3,애견미용사,2024-02-19~2024-07-26(1회차),"99일,총440시간",-,부천고용,실업자계좌제,주간/주중
9757,간호조무사 자격 취득과정(상반기 야간)모집중,감염관리(06020403),감염관리,6020403,5,간호조무사,2024-03-04~2025-02-25(1회차),"283일,총1520시간",25,성남고용센터,근로자직업능력개발훈련,"야간/주말,주중혼합"
9758,간호조무사 자격 취득과정모집중,감염관리(06020403),감염관리,6020403,5,간호조무사,2024-03-18~2025-03-06(1회차),"283일,총1520시간",-,서울남부고용센터,실업자계좌제,"주간/주말,주중혼합"
9759,요양보호사 자격 취득 과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-03-18~2024-05-13(1회차),"40일,총320시간",-,부산동부고용,근로자직업능력개발훈련,주간/주중
9760,도배실무자양성 및 도배기능사 취득과정모집마감,수장시공(14030209),수장시공,14030209,1,도배기능사,2024-01-16~2024-02-28(1회차),"30일,총210시간",36,전주고용센터,실업자계좌제,주간/주중
9761,세탁기능사 자격증 취득과정모집중,세탁(18030101),세탁,18030101,8,세탁기능사,2024-02-22~2024-08-14(1회차),"120일,총480시간",-,대구서부고용센터,실업자계좌제,주간/주중
9762,"대기환경기사 산업기사 필기I (개론,연소)모집중",대기환경관리(23010201),대기환경관리,23010201,19,-,2024-03-02~2024-03-23(1회차),"6일,총39시간",-,서울관악고용센터,근로자직업능력개발훈련,주간/주말
